"Commute.ID","FPM.Total","BC","OC","WSOC","PNC","pbPAH","B","S","As","Mo","Pb","Al","Ca","K","Ba","Ni","V","Ce","Fe","Zn","Cu","Mn","Cr","Na","Mg","U","P","Ti","Cd","Co","Sb","NOISE"
"HE39",1.51,3.607811556,23.9667019814656,4.481,24431.89353,0.09065127021,0.00034486,0.0068478,1.469e-05,2.818e-05,1.996e-05,0.00357828,0.00076522,0.00147611,6e-05,0.00026478,1.192e-05,6.6e-07,0.00052004,0.01394998,0.00136453,3.775e-05,0.0007015,0.00446107,0.00221841,2.6e-07,7.536e-05,0.00075647,3.67e-06,1.133e-05,0.00018928,66.37833653
"AS03",1.51,4.996560553,23.463,3.915,24481.4248,0.1158626907,0.00344108,0.2143712,0.00041737,0.00107616,0.00404695,0.01578872,0.01836244,0.02845698,0.02134802,0.00046633,0.00041,7.657e-05,0.22307268,0.04050594,0.09306081,0.00225544,0.00062903,0.01403574,0.00481226,4.06e-06,0.00416667,0.00917166,4.33e-05,3.703e-05,0.00380265,75.41552562
"AS25",1.51,6.137674724,22.317,8.577,12427.88225,0.1104082625,0.00378153,0.21974288,0.00027708,0.00093742,0.00046801,0.02994213,0.07032135,0.02958324,0.02141892,0.00082137,0.00030141,8.97e-05,0.21830939,0.0108016,0.02860475,0.00195755,0.0012658,0.027234,0.01354314,4.32e-06,0.00512647,0.00870795,2.702e-05,2.138e-05,0.00217759,68.15741394
"AS26",1.51,7.25040889,8.691,3.24,23046.58312,0.1278908123,2.185e-05,0.01200566,4.467e-05,4.941e-05,5.333e-05,0.05601216,0.01682347,0.00258794,0.00010519,0.00103314,0.00119838,5.152e-05,0.00362565,0.00590828,9.365e-05,2.036e-05,0.00133806,0.00782121,0.00296593,6.2e-07,0.00063078,0.00084397,6.44e-06,3.504e-05,0.00033185,72.02033062
"HE18",3.082,9.161593599,20.184,1.663,12034.67511,0.1606929032,0.00031866,0.01749126,6.782e-05,0.00010498,5.427e-05,0.00545871,0.01363305,0.0077033,0.00158062,0.00040392,8.836e-05,1e-06,0.0398599,0.00275866,0.00208161,0.00019442,0.00107015,0.01580407,0.00158312,1.7e-07,0.00141012,0.00056424,7.43e-06,1.728e-05,2.387e-05,68.81096758
"AS31",4.588,2.434585694,10.459,3.127,11689.85151,0.07212355848,0.00093616,0.02683252,4.195e-05,0.00014273,2.918e-05,0.00585142,0.01569161,0.00136026,0.00071172,0.00043298,0.00016689,1.334e-05,0.00518871,0.0023608,0.00242387,8.77e-06,0.00114714,0.00729501,0.00169701,5.8e-07,0.00070124,0.00123702,2.453e-05,1.853e-05,0.00030952,70.54568553
"HE13",5.306,2.487603308,19.3,3.681,12741.72526,0.05814374354,0.01035102,0.03724967,5.385e-05,0.00039328,0.00275015,0.00200231,0.00453054,0.00508833,0.00389362,0.00016944,8.136e-05,4.886e-05,0.04040927,0.02646294,0.0514277,0.00034535,0.00083716,0.01963786,0.00196508,6.3e-07,0.00114706,0.00116281,1.236e-05,3.56e-06,0.00017836,75.7590631796513
"HE22",6.019,5.253295563,16.578,0.196,15844.9920619845,0.09862892224,0.0005208,0.07286595,0.00014622,0.00034857,0.00034081,0.01827086,0.05159362,0.01300286,0.01410838,0.00015866,0.00019895,4.816e-05,0.13228547,0.00424511,0.01784596,0.0011987,0.00047427,0.02904773,0.00464191,2.63e-06,0.00331516,0.00701633,7.33e-06,1.301e-05,0.00121892,69.79943997
"AS27",6.173,7.09496311,17.351,4.841,38299.96242,0.09363295269,0.00248755,0.04290397,9.041e-05,7.441e-05,0.00010265,0.00875163,0.0056768,0.01009639,0.00150437,0.00030987,9.148e-05,1.451e-05,0.019451,0.00037163,0.00090589,0.00100105,0.00082097,0.03402237,0.00189085,6.3e-07,4.65e-05,0.00050118,4.4e-06,1.22e-06,0.00042389,65.2296174735883
"AS35",6.391,4.572673798,10.523,3.007,31344.66889,0.099276411,0.00129815,0.16300393,0.00016931,0.0003804,0.00033792,0.0077472,0.01019814,0.00540033,0.00880476,0.00030157,0.00013844,1.173e-05,0.10468568,0.00098625,0.00960203,0.00087148,0.00079898,0.00617824,0.00261746,1.67e-06,0.0022349,0.00201987,7.93e-06,1.272e-05,0.00104336,72.88414723
"AS36",6.612,4.71634215224045,15.87,0.544,16991.55315,0.09037802908,0.00091937,0.14034886,0.00043031,0.00047337,0.00069415,0.00507352,0.01445936,0.01709511,0.01927971,0.00038044,7.663e-05,6.103e-05,0.15885096,0.00511779,0.01588336,0.00169294,0.00079493,0.00583274,0.00306121,1.63e-06,0.00335509,0.00469089,2.578e-05,1.582e-05,0.00295956,69.90129429
"SA22",6.73,4.14264,6.61,3.0227,11103.4,0.105858953856015,0.000824734324,0.05623839744,0.000208454475,0.01097795074,0.000231872934,0.01575266271,0.02183275845,0.004040008464,0.01360942761,0.002018470421,0.000187886584,6.5466849e-05,0.1194571528,0.001998545147,0.1091916756,0.001015050969,0.001148270323,0.005823562,0.002776088027,1.560852e-06,0.002675116701,0.005108587745,1.8900251e-05,8.705734e-06,0.001193321978,66.3969
"SA35",6.78,1.86675,5.10919515166157,15.158,12317.3,0.0703703,0.000613030302,0.04605437275,0.000186307421,0.007211651177,0.000283476907,0.003482529928,0.00872315376,0.004939123692,0.008595694538,0.001005228263,0.000109799654,2.7634968e-05,0.08186106808,0.002443326981,0.03704618773,0.000633446453,0.001403821108,0.007119612075,0.003393914212,8.90129e-07,0.00302714995,0.002174772954,5.815793e-06,1.064322e-05,0.000930723466,64.2661
"SA28",6.88,2.37817,4.12,3.2262,17589.0723444825,0.0931016,0.0002516813,0.024225853,0.000123937765,0.005901370614,0.000256860368,0.003155544239,0.007904109415,0.004475373833,0.005073960735,0.00091084422,0.000155540319,2.5040234e-05,0.03704828402,0.002213915325,0.02780893319,0.000219846598,0.001272011928,0.006451129303,0.003075248931,8.06552e-07,0.001115768318,0.001970576681,8.51815e-06,9.643895e-06,0.000604397808,71.1641
"AS21",7.801,1.071335127,21.446,3.146,20458.34186,0.07720098847,0.00038758,0.15304005,0.00012862,0.00099444,0.00048285,0.07794126,0.01823366,0.03874201,0.00600475,0.00013557,0.00033186,6.206e-05,0.06484677,0.00844183,0.04465754,0.00221669,0.00045071,0.02356495,0.00519697,4.99e-06,0.00256599,0.0019378,1.332e-05,1.352e-05,0.00064884,72.22789969
"SH47",7.83,2.38598,5.7,7.5055,24925.1,0.0922176,0.000603564664,0.1265914811,0.000228187333,0.01277588088,0.00023950175,0.02031249641,0.03038161561,0.004172928154,0.008416567825,0.000849289385,0.000218485669,2.3348015e-05,0.06816419962,0.006816596065,0.1449881493,0.000544261074,0.003071418058,0.006015162108,0.002867423667,7.52045e-07,0.001715158693,0.001837405146,7.109396e-06,8.99216e-06,0.01843520263,70.564
"SA19",8.08,2.54482,0.14,3.2437,26670,0.0746373369471334,0.000691711379,0.3023303133,0.000170337129,0.000528949534,0.000425598164,0.01073990939,0.02169819716,0.01256909853,0.0101456567,0.000728588747,0.000349400337,0.000110377058,0.1546007686,0.005261244257,0.02012248584,0.001083895192,0.001017488563,0.02893670217,0.002459906662,9.360935e-06,0.002343282292,0.006472732103,2.4824317e-05,1.825356e-05,0.001106904813,64.3735
"HE38",8.447,2.88016657,26.724,1.118,17462.32741,0.09741818182,0.00059665,0.13392151,0.00015734,0.00047788,0.00030367,0.05878465,0.03639296,0.00949615,0.01818132,0.00279006,0.0008019,9.096e-05,0.16813823,0.01948825,0.01107335,0.00114937,0.00046543,0.00524615,0.00793454,3.38e-06,0.00315065,0.00857846,6.63e-06,3.325e-05,0.00230446,72.99530878
"SH28",8.79,3.84275,6.62,6.4511,30962.9,0.103292,0.003581675654,0.0874105384,0.000165996063,0.001213841561,0.000241702877,0.01605731617,0.02777959158,0.04139809606,0.02045956323,0.00085709473,0.000520428834,0.000228732315,0.173885875,0.006972939441,0.02004274009,0.001431808467,0.001196949704,0.5113107375,0.009100199789,7.58957e-07,0.00329911302,0.0136203023,1.5658563e-05,2.1908768e-05,0.00129327779,68.4052
"AS39",8.816,7.795505331,6.04,1.088,30437.58677,0.1069461827,0.0016029,0.04942288,0.00036331,5.386e-05,0.00036749,0.01158924,0.00893599,0.00251532,0.00078294,5.55e-05,0.00016431,9.16e-06,0.01210615,0.00162009,0.00023076,0.00012225,8.54e-06,0.00500617,0.00139448,7.5e-07,0.00107012,0.0008489,6.56e-06,9.89e-06,0.00017012,67.99155494
"AS15",8.835,4.414994432,20.334,3.213,16305.70902,0.0820464,0.0006731,0.09720798,0.00025108,0.00069395,0.00024455,0.01562048,0.01475062,0.01235836,0.00959123,0.00044204,0.00015938,2.693e-05,0.11424614,0.00245681,0.01134724,0.00112187,0.00056151,0.00585541,0.00333484,1.12e-06,0.00266464,0.0022526,1.643e-05,1.36e-05,0.00118138,72.08400897
"AS33",8.914,8.171898831,8.012,0.353,38960.14165,0.1242274619,0.00122621,0.14165379,0.00060756,0.00051295,0.00084715,0.01474743,0.00665401,0.01456777,0.01669288,0.00051064,0.00014718,6.543e-05,0.18556967,0.00486213,0.02470929,0.00169479,0.00018614,0.01713334,0.00218512,1.43e-06,0.00339782,0.0031658,1.654e-05,2.903e-05,0.00163678,66.77551729
"AS22",9.323,1.835061796,14.839,1.632,5868.293395,0.07443013366,0.00066153,0.08633348,0.00014152,0.00027264,0.00028464,0.07406797,0.01532962,0.00402792,0.00350802,0.00367636,0.00023877,3.388e-05,0.02120666,0.00343304,0.01107192,0.0003324,0.00060074,0.00382026,0.00268532,1.08e-06,0.00188637,0.00074713,1.193e-05,1.143e-05,0.00029356,71.08037235
"SA18",9.51,6.46087,8.29,3.4435,16764.8,0.132855777858017,0.000248611295,0.05732420733,0.000383467525,0.002966139808,0.000253727189,0.01463477495,0.03517730963,0.01433111483,0.01876700097,0.000899733754,0.000118166013,7.3933344e-05,0.1922785381,0.002186910016,0.03932314633,0.001464402708,0.001256495944,0.006372438515,0.003037737086,3.514726e-06,0.005983789959,0.005387191335,1.0384654e-05,2.9850503e-05,0.001642837416,67.8482
"SA41",9.56,4.49241,7.78,3.3779,11916.3198668972,0.0943574008829926,0.00209341438,0.1658012467,0.000284608992,0.01119538619,0.000214981265,0.02599140237,0.02561607485,0.01438735608,0.03966448697,0.000762338089,0.000322917188,0.000193251538,0.2683863238,0.001852953493,0.1480638929,0.002012465299,0.001064620186,0.01198165176,0.005817912578,2.506974e-06,0.003893283437,0.0119078818,1.5780702e-05,2.2999779e-05,0.004066944854,70.7784
"HE23",9.712,4.888759688,11.73,2.035,14223.88668,0.09570998415,0.00200156,0.10798291,0.00041941,0.00031833,0.00024702,0.00745241,0.00604025,0.00690794,0.004945,6.876e-05,0.00031764,6.278e-05,0.05610404,0.00179398,0.00314177,0.0005224,2.967e-05,0.02043987,0.00468265,7.1e-07,0.00150939,0.00311356,4.7e-07,4.367e-05,0.00049688,70.31534677
"AS14",9.976,4.177074104,12.857,2.76,20806.40923,0.0857928008360844,0.00286133,0.10876548,0.0002727,0.00025012,0.00024627,0.02353813,0.0193485,0.01127372,0.00684556,0.00066411,0.00047803,3.447e-05,0.08007901,0.00866441,0.00450771,0.0007598,0.0010473,0.00566484,0.00844292,7.1e-07,0.00307772,0.00271153,2.618e-05,7.04e-06,0.00090041,71.92648614
"SH37",10,4.56155,6.96,10.0942,15200.8,0.0909492,0.000874937826,0.150311937,0.000220889582,0.01631757468,0.000261719288,0.1135176661,0.05667074568,0.02643306397,0.02449890773,0.000928074278,0.000598598334,0.00016002565,0.3287565235,0.007449887309,0.1829216639,0.003036141023,0.001296074044,0.060976662,0.01973198746,6.378579e-06,0.007984733832,0.01539618902,1.2650828e-05,4.0019502e-05,0.002460321565,66.8662
"HE28",10,7.900639676,22.908,2.298,38147.81558,0.1168543689,0.00090128,0.08798467,0.00049273,0.00080478,0.000471,0.00799233,0.02662839,0.01458288,0.0182737,0.00045073,0.00019549,8.359e-05,0.19454652,0.0061464,0.08380037,0.00165604,0.00076811,0.00870701,0.00346818,1.63e-06,0.0080018,0.0032795,1.42e-05,1.549e-05,0.00191081,72.16514373
"AS32",10.247,4.021424134,6.89284348336762,0.733,12889.5222,0.09607022107,0.00136721,0.10062153,0.0002443,0.00011656,0.00020791,0.00925044,0.0096044,0.00430982,0.0025558,0.00198734,0.0006899,2.46e-06,0.03694655,0.00013791,0.00343424,0.00019762,0.00084168,0.00354194,0.00503933,8.5e-07,0.00076046,0.00076111,2.317e-05,1.89e-06,0.00016163,72.19566463
"HE14",10.365,3.645366416,12.802,3.668,29302.96014,0.08226907074,0.00122224,0.11520523,0.00015286,0.00057249,0.00078681,0.05247551,0.03328304,0.04498811,0.01750351,0.00013042,0.0003431,8.15e-05,0.2036085,0.01347544,0.02720478,0.00221421,0.00038975,0.02543221,0.00944202,2.83e-06,0.00389272,0.00665676,1.234e-05,1.698e-05,0.0017124,72.13746702
"SA52",10.6,3.36045,4.33,7.2505,15123.8,0.0880009806972094,0.001340557825,0.1887004485,0.000200689485,0.007162270567,0.000232713952,0.02355169425,0.02941957706,0.004054661833,0.0190782761,0.000825219397,0.000184778112,2.2686302e-05,0.1448041037,0.002005793998,0.06549149124,0.001779975723,0.001152435173,0.005844684431,0.002786157075,7.119842e-06,0.003549929405,0.007061606881,2.5577242e-05,8.737311e-06,0.002401216013,67.0376961062413
"SH59",10.62,3.19187,4.75,3.713,11224.7,0.0944235,0.000586533734,0.01231781209,0.000182652752,0.007085438736,0.000280611254,0.009514764927,0.008634971862,0.004889194353,0.005931937436,0.000995066464,0.000110160912,2.7355608e-05,0.03613968616,0.002418627518,0.04258628339,0.000201116151,0.001389629955,0.007047640294,0.003359605313,8.81131e-07,0.001121095046,0.00215278829,2.330593e-06,1.0535628e-05,0.000411661307,70.996
"AS30",11.072,8.681065732,16.624,1.605,23919.0051,0.1254918478,0.00386965,0.26381675,0.00037284,0.00042161,0.00037361,0.01832004,0.0240788,0.02538002,0.01671476,0.00121846,0.00094234,5.02e-05,0.17210607,0.00331714,0.01428418,0.00162691,0.00039027,0.00189692,0.00642806,4.07e-06,0.00149927,0.00854834,2.829e-05,2.136e-05,0.00287338,68.19875637
"AS16",12.096,4.325749207,11.1,0.574,23855.80892,0.09082940361,0.00071936,0.31061553,0.00023033,0.00058344,0.00061264,0.03310405,0.03136954,0.01677853,0.01824151,0.00149839,0.00016786,9.295e-05,0.21095803,0.00748854,0.0198617,0.00224623,0.00140709,0.00219546,0.00649221,3.05e-06,0.00443104,0.0111749,2.767e-05,3.049e-05,0.0031338,72.33164838
"HE05",12.196,3.287298196,30.026,2.36,21118.37713,0.08738540333,0.00142694,0.14251533,0.0005235,0.00057285,0.00095609,0.01747828,0.03866207,0.03078181,0.00882707,0.00028495,0.00078865,4.408e-05,0.09668757,0.00511056,0.01268984,0.00119945,0.0001078,0.05094043,0.01419433,1.72e-06,0.00637211,0.01346104,3.419e-05,6.244e-05,0.00134691,68.6849282706578
"AS05",12.403,9.090472837,16.427,3.645,28919.31475,0.163482066,0.00184251,0.26603207,0.00034501,0.00050216,0.00051803,0.02510491,0.0396991,0.02331932,0.01995788,0.00032737,0.00015556,0.00015328,0.2054152,0.00790076,0.01701609,0.00174716,0.00062008,0.02000557,0.00848089,2.62e-06,0.00414004,0.00708909,2.278e-05,1.049e-05,0.00219031,72.06480391
"AS40",12.431,5.260339845,8.381,2.775,15024.21623,0.1009323621,0.00146679,0.12562652,0.00013692,0.00045071,0.00027626,0.10119342,0.02092263,0.01222189,0.0133301,0.00051932,0.00064376,2.881e-05,0.14624719,0.00190006,0.01152619,0.00122387,0.00035677,0.00295875,0.00585487,1.79e-06,0.00218029,0.00471959,1.919e-05,1.798e-05,0.00122646,71.18740756
"AS20",12.433,5.849023403,18.591,3.928,24119.34532,0.09653896962,0.00537005,0.22236507,0.00025582,0.00047671,0.00075497,0.02767549,0.03678543,0.02892341,0.01360213,0.00156759,0.00066152,6.711e-05,0.15472917,0.00596074,0.01431944,0.00154591,0.00071525,0.00267127,0.01211162,3.43e-06,0.00404187,0.00722139,5.353e-05,2.945e-05,0.0018247,70.67480492
"AS08",12.515,2.341373412,15.926,3.355,31982.3814,0.08034765101,0.0019629,0.16730282,0.00029714,0.00053181,0.0007909,0.01042203,0.00690139,0.00990263,0.00379425,0.00206144,0.00039013,1.535e-05,0.05598966,0.00455269,0.01751764,0.00101299,0.00315149,0.00806359,0.00113456,2.27e-06,0.00217868,0.00073548,2.279e-05,3.798e-05,0.00047088,66.33336917
"AS29",12.629,3.385158514,14.125,13.332,28547.06618,0.0854496,0.00174209,0.1157256,0.0001666,0.00016177,4.607e-05,0.01610588,0.04319077,0.02480355,0.00060151,0.00119177,0.00094394,3.673e-05,0.00671659,0.00452698,0.00614178,0.0014996,0.00315748,0.05676339,0.00467099,1.58e-06,0.00346937,2.912e-05,9.7e-07,5.1e-05,0.00085195,70.9958360204163
"HE04",12.656,4.656130029,20.301,2.052,30510.67156,0.1014931677,0.00474439,0.39986809,0.000234,0.00038345,0.00161795,0.02590183,0.03619009,0.0240297,0.01451296,0.00015354,0.00051797,7.485e-05,0.11909136,0.01713879,0.02757062,0.00124495,0.0004602,0.02458898,0.00845126,2.99e-06,0.00280123,0.00726061,0.00013543,2.418e-05,0.00165581,72.56112424
"SA30",12.8,7.09702,9.24243805437958,2.9782,30111.6,0.121703,0.001724468849,0.04304608817,0.000487939021,0.0218805459,0.000247388485,0.03369166881,0.02291810781,0.004310341686,0.02626460457,0.000877256282,0.000212320126,6.7964617e-05,0.2431441529,0.002132275844,0.1841210816,0.001923484879,0.001225105711,0.006213239965,0.002961847246,1.965633e-06,0.006592349073,0.008471787793,2.1299129e-05,2.9899768e-05,0.001873338204,69.3377
"AS41",12.831,9.566943131,13.167,3.412,28016.2245798508,0.127003672,0.00085983,0.07343143,0.00061001,0.00091351,0.00074569,0.02573669,0.02545797,0.01157666,0.0196165,0.0030606,0.00038779,6.992e-05,0.19344594,0.00810728,0.02578548,0.00162541,0.00046233,0.00421499,0.00742885,2.36e-06,0.00648243,0.00963867,4.942e-05,4.815e-05,0.00214855,70.83389291
"HE17",13.114,4.624422473,16.853,1.374,29161.79944,0.1197182482,0.00253659,0.17599185,8.788e-05,0.00048673,0.00268109,0.01702758,0.01780065,0.02525562,0.00875564,0.00067902,0.00089376,3.122e-05,0.18770313,0.02186011,0.05087517,0.00157217,0.00169022,0.07103527,0.01340736,8.9e-07,0.00272732,0.00422275,2.591e-05,2.977e-05,0.00102978,80.31067095
"AS17",13.146,3.384473215,20.074,2.669,31911.40397,0.08914411765,0.00158571,0.33777073,0.00020979,0.00067171,0.00082262,0.00599185,0.02624327,0.02042568,0.01745366,0.00059141,0.00019256,6.248e-05,0.24223211,0.00725588,0.0239698,0.00252701,0.00103651,0.01383663,0.00692387,2.67e-06,0.00443177,0.00362722,1.794e-05,3.139e-05,0.00207288,72.92384391
"SH29",13.37,4.47288,8.31,3.5839,17245.4098538533,0.110707217580952,0.00173526482,0.3813786236,0.00057454008,0.006670297987,0.000831205523,0.02262956616,0.03650268346,0.02454175714,0.03118822644,0.000963250076,0.000219076809,8.387635e-05,0.375576914,0.005589630606,0.07737202978,0.003128808894,0.001345197741,0.006822298104,0.003252184845,2.676484e-06,0.005745225343,0.01034841974,3.1622584e-05,3.1074975e-05,0.003449404876,66.5957
"SH36",13.41,7.34475,6.43,7.7114,24671.4,0.153386,0.001238280054,0.1225221911,0.000281500908,0.007088873255,0.00254622546,0.02994371701,0.1060919873,0.02060688186,0.033726389,0.000892842687,0.000201883302,0.000233912585,0.3321290111,0.009598113597,0.07238897586,0.002511474894,0.001246872432,0.03265979137,0.01112947006,3.238309e-06,0.01129031131,0.01285786846,7.731622e-06,3.5600704e-05,0.003600030329,70.1428410658617
"HE25",13.984,10.56797625,24.682,2.289,29516.05175,0.1647416058,0.00256711,0.0900298,0.00033423,0.00049248,0.00017708,0.00773471,0.01230116,0.00787758,0.00691131,0.00028121,0.00082765,1.565e-05,0.11882711,0.00687905,0.00790521,0.00088364,0.00011138,0.00549719,0.00264964,1.08e-06,0.00248112,0.00349017,8.44e-06,1.626e-05,0.00097113,74.44759538
"SA14",14.06,4.40158,7.08,3.2847,30465.2,0.0982636,0.002847308082,0.03802224457,0.000261860623,0.000761207434,0.000269444803,0.003310144729,0.008291357729,0.02882821671,0.000973430768,0.000955469474,0.000171666906,6.599656e-05,0.02631899861,0.002322382318,0.000869154275,9.6125103e-05,0.001334331976,0.4241072457,0.00322591549,8.46068e-07,0.00094260669,0.002067121713,2.237851e-06,1.0116381e-05,0.000118002275,71.6204
"AS04",14.101,4.144150411,14.543,2.775,7717.51032599999,0.1162204836,0.00081471,0.10275335,0.00047121,0.00017335,0.00072267,0.01834516,0.0310582,0.07392825,0.00943028,0.00481329,0.00130523,1.754e-05,0.06065454,0.00159865,0.00572664,0.00049903,0.00101307,0.00644241,0.00866536,1.23e-06,0.00108811,0.00356398,5.3e-06,2.97e-05,0.00040094,68.75651617
"AS10",14.106,5.22873559908772,12.998,1.944,23581.35434,0.1422723147,0.00366136,0.28772873,0.00049283,2.775e-05,0.00027135,0.03108821,0.00956287,0.0128261,0.00069605,0.00431811,0.0010507,1.097e-05,0.01281508,0.0051927,0.00240788,0.00018277,0.00013915,0.00500617,0.00352603,1.19e-06,0.00088646,0.00034844,1.378e-05,2.414e-05,9.515e-05,70.9232630886147
"SH39",14.3,5.07715,6.46,3.2732,13297.7,0.102323,0.00183192732,0.2583158667,0.000218691232,0.01314936754,0.002077910358,0.03938571993,0.07004018823,0.01255785624,0.01746710996,0.000913969805,0.000345855562,6.0398691e-05,0.197430727,0.006151731122,0.1614046463,0.001485459761,0.00127637687,0.0197492621,0.007914297879,2.061795e-06,0.004718665141,0.006555030796,3.7643039e-05,9.676988e-06,0.001621930467,68.5569
"SA57",14.39,5.43629,7.62,4.048,17406.8,0.12139,0.000288609918,0.0319228216,0.000455121596,0.006358547447,0.000294548899,0.03836017283,0.02077579729,0.005132035132,0.0155134257,0.001044490295,9.73069e-05,2.871433e-05,0.1359414142,0.009435631283,0.0763958927,0.001100365691,0.00145865131,0.007397688653,0.003526473127,9.24895e-07,0.003307824901,0.005429659182,2.446351e-06,1.1058921e-05,0.002571023088,68.228
"AS37",14.404,5.352492992,11.908,3.667,36521.5728,0.09988092345,0.00180657,0.2529788,0.00058834,0.0010443,0.00085614,0.01638671,0.03372347,0.0322001,0.02586619,0.00025941,0.00043201,0.00012329,0.32691138,0.00668745,0.02714363,0.0031076,0.00262603,0.00437071,0.00886083,4.49e-06,0.00644397,0.01413061,5.698e-05,5.06e-05,0.00307522,75.75297409
"SH32",14.43,4.40979,5,4.1003,12129.089943478,0.093499351960599,0.002654931144,0.1246569889,0.000256822789,0.003816860106,0.000306861617,0.01303265915,0.03438078261,0.01473509597,0.01450791106,0.001088152024,0.000525652502,2.9914645e-05,0.1020696969,0.002644883055,0.04086504635,0.000942346228,0.001519625776,0.02174448799,0.007420354037,9.63558e-07,0.002424714954,0.01241151745,8.76948e-06,1.1521205e-05,0.002402664909,66.5179
